id,product,chunk_text,chunk_index
13830759,Checking or savings account,i disputed xxxx charges for xxxx and from the very beginning i knew they were going to give me an issue they took days to credit my account and it usually takes less than a day one of their employees even called the merchant pretending to be me after closing the issue with the bank my account was closed for fraud but i told the representative several times that i was forgetful of my number change and she still refused to reverse the account being closed the two representatives i spoke to was xxxx and her manager xxxx in the fraud department this occurred on xxxxyear i can provide recordings of each of my interactions from everyone i spoke to that day since then my account has not been able to get into good standing and they are charging me fees even though it is their fault this is occurring i spoke the merchant directly before disputing because they were unable to refund me without the cooperation of the host his name is xxxx xxxx and i was told by one of their representatives that he has ties to that department which is not hard to believe since it is his line of work i believe his partner is employed by the bank these women took on his personal crusade at the expense of my account and have put me in the position not be able to provide for myself for weeks because of their behavior,0
13774184,"Money transfer, virtual currency, or money service",i am writing in regards to my fraud claim being denied on xxxxxxxx on xxxxxxxx i received a text message from a toll scam number saying i owed a toll at xxxx xxxx thinking this was legit a few hours later i entered my debit card ending in xxxx and pin number through a link that was provided by the scammer after realizing this was a scam i immediately cancelled my debit card on the wells fargo app around xxxx and i received an alert from wf that a new card ending in xxxx was issued this card was issued to my digital wallet through the wf app on xxxxxxxx a 100000 atm charge from wisconsin was entered as well as a 4900 charge from xxxx on xxxxxxxx in ohio i live in xxxx al i realized this on xxxxxxxx and called wf they cancelled my xxxx card and issued a new debit card and put in a fraud claim on xxxxxxxx i received an alert on my wf app that my claim was denied i immediately called wf and they said the claim was closed and they couldnt reopen the case and told me to file a complaint i was told that someone would return my call within 2448 hrs no one returned my call after waiting several more days i called multiple times asking for my case to be reopened on xxxxxxxx i also went to my local branch manager at wf and he helped me send in a verbal complaint and guided me to a detective to investigate and make a police report finally on xxxxxxxx someone from the claims assistant center told me that the case would be reopened and investigated again i was told that final resolution letter would be sent to me by xxxxxxxx on xxxxxxxx i contacted the claims assistant center to see if they received my police report and to check the status of my claim i was frustrated to hear that the claim was never reopened and that it could not be reopened the employee said that due to the evidence the case was still denied but had no evidence to prove it wf has repeatedly miscommunicated with me giving me different answers they stated that they would not use any evidence that the detectives might receive as in footage of the man at the atm machine and that there was nothing i could do appeal this claim i feel that my case is legit and that wf has not done a thorough research into my case im just asking that they relook at it and use all evidence especially the footage of the man at the atm and the location of these transactions when i do not live in either state where these transactions were made,0
13889836,Credit card,i made a debt settlement on xxxx associate asked me to pay xxxx every month for 3 months i asked for a letter to show we had an agreement associate told me they couldnt send it until i paid the first month i paid 67000 xxxx the next month the payment was taken from my account i called to stop last payment due to loss of employment i was told by citibank there was no debt settlement i informed them its fraud for the ach withdrawal of 67000 in xxxxyear the call was escalated and i was called back and told by a higher authority for citibank that it was reinstated and to keep it i needed to make that last payment if 67000 on xxxx xxxxyear i was also told i would receive a statement i have not all year i asked more than once i also asked if they could remove the reports on my credit for non payment they said it would reverse xxxxxxxx i was told the debt settlement was removed and my account was in recovery after seeing a debt charge off on my credit report from citibank i was told it would be a dispute for the settlement made and i would receive info if accepted or not i feel citibank did not honor their verbal agreement and without any agreement in writing cohersed me into making payments while still damaging my credit report,0
12720611,Credit card,i purchased a new xxxx from xxxx and traded in my old xxxx as part of the purchase the tradein was valued at 30000 and i was supposed to receive that amount as a refund however xxxx initially refunded only 18000 to my credit card and put the remaining 12000 onto a gift card i contacted xxxx and requested that the 12000 be refunded to my original payment method my credit card instead of a gift card and they acknowledged the request however instead of issuing the refund properly xxxx removed the funds from the gift card but never credited my credit card after multiple calls and over four hours of discussions a manager informed me that the refund had been mistakenly sent to the wrong person the manager assured me that they would reissue the 12000 refund to my credit card a week later i still had not received the refund when i followed up xxxx online store supervisor name xxxx female voice who claimed that since i used multiple payment methods a credit card for over 100000 and a small amount on a gift card they could only refund the 12000 to a gift card which i do not have access to they refused to issue the refund to my credit card even though the issue was caused by their error i asked her what is the proper way to dispute this she informed me you can not do anything about it or just go write a review about us i disputed this transaction via the credit card issuer xxxx by golden sachs because xxxx online store failed to provide the refund to my original payment method and i have not received the 12000 i am owed i requested that my credit card issuer reverse the charge or issue a chargeback for the missing refund amount since xxxx has not resolved the issue instead of helping me they transferred me back to xxxx specifically who refused to assist me in the first place,0
12116250,Credit card,this is for a capital one quick silver card due to the 120 days past due from me having xxxx and multiple xxxxmy mom sent payments in manually to the mailing address for capital one i had never been late prior to me having xxxx and xxxx in xxxxxxxx i had an exceptional payment history i ask capital one as goodwill to reverse the 120 late reporting and they refused even though i had exceptional payment history with them this is no way to treat customers that were sickinjured but still manage to pay their bills on time i will like someone to look into my account and attempt to reverse the 12 missed payments i would also like to add that since xxxxxxxx xxxx ive made all payments on time,0
12117310,Credit card,i need your assistance in reviewing accounts from companies that are incorrectly reporting late payments after checking my credit report i found that certain accounts have late payment marks that should not be there these accounts should not show any late payment remarks,0
13848931,Credit card,after reviewing my credit report today to proceed with applying for a new car loan i noticed that my credit scores had dropped by xxxx points or more with all three bureaus due to usaa converting my secured cards to nonsecured cards and subsequently closing them i have held these secured cards for over xxxx years i did not want them converted i reached out to them today xxxxyear and was transferred xxxx times i informed them that i had not received notifications about the conversion no opportunity to formally apply based on my current credit status or disclosures about apr s etc they also set very low credit limits and when i asked them why the limits were so low the representative said they could increase it with a hard credit pull but yet they took it upon themselves to give set the limits low and reflect high usage rates which affects my debttoincome ratios they informed me of the apr when i contacted them which is 24 i didnt have an apr on my secured cards because i was using my own money over the past few months i noticed they had started charging me interest for using my own money when i opened the secured cards i was told that it would be my option to convert to nonsecured cards i was blindsided yet again by this bank this bank is purposely trying to put financial hardships on me they are still reporting that i have claims on my homeowners insurance policy which is still resulting in me not being able to acquire insurance with any other agency and has yet again raised my premiums,0
12117108,Credit card,my information was heisted and this accounts are fraudulent and do not belong to me i would like these accounts completely removed from all three credit bureaus on my credit report,0
13655121,"Money transfer, virtual currency, or money service",i sold some shoes to xxxx xxxx received a check from them for 130000 and tried to mobile deposit it into my bank the check was placed on hold and eventually locked on xxxxxxxx my whole account was frozen with no access to the check truist bank refuses to release the check because they believe it is a fraud check which it is not i went to the business i got the check from and had truist speak to the owner of the business which wrote me the check to confirm everything truist still refuses to release the check to me,0
13317633,Credit card,pen fed left a hard inquiry on my xxxx credit file document says xxxx pen fed is reporting and inaccurate score of xxxx via xxxx you cant be denied credit due to credit score credit history or income any adverse actions in consumer credit transactions is illegal 15 usc 1691 12 cfr 1002 hard inquiries must show a matching account within a reasonable time if a hard inquiry appears but no account was ever opened within a reasonable window xxxx days under fcra 604 a 3 they pulled your credit for no outcome no permissible purpose,0
12931868,"Money transfer, virtual currency, or money service",bank of america has lost the money in a xxxx transaction made from xxxx xxxx xxxx bank of america when i contacted boa they told me that i needed to speak with xxxx xxxx and put in a claim with them i explained to boa that i see the transfer confirmed in xxxx received by boa and that xxxx xxxx has sent the money and the issue is not on their side needless to say they insisted i put in a claim there i called xxxx xxxx who confirmed the 300000 was sent through xxxx and received by boa i subsequently contacted boa again who told me that in fact the money does show as received and yet they have no clue why it isnt in my bank account boa then told me there is nothing they can do about it i have bills due next week this money was for that i can not pay because they are unwilling to locate the money this is stealing this isnt a 3000 xxxx its 300000 of lost money they have received and not given to me,0
12976394,"Payday loan, title loan, personal loan, or advance loan",i have contacted the company several times about the matter i had lost xxxx xxxx xxxx xxxxt at the same time as my vehicle becoming undriveable they change what they tell me everytime i call i followed their instructions there is still no application on the website for transfer of loan to a newer vehicle as collateral i can not get xxxx xxxx without a car i found a potential vehicle but now they are telling me that first i have to wait xxxx months due to a recent forbearance for lack of xxxx xxxx before i can apply to transfer the loan in the meantime the vehicle is permanently garaged but they require me to keep full collision insurance regarding the loan itself they told me that even though i pay xxxx extra monthly for xxxx different loan insurances gap xxxx etc im inelligible to use that now unless collecting xxxx from the state i have been grabbing whatever hours i can get to avoid xxxx i made the forbeance payments i called again to see if possible to transfer not borrow the existing loan to new vehiclethey hung up there is nothing on the website as they said they hung up on me several times now call me demeaning names honey sweetie when someone finally answers the phone even when i informed them i find it offensive and condescending they refuse to answer the phone the worst people to deal with it appears the insurances i originally signed up for were fraudulent,0
12919976,Checking or savings account,im submitting this complaint regarding a chargeback case with bank of america involving approximately 1600000 in fraudulent transactions made using my debit card these transactions were with international merchants located in countries such as xxxx and xxxx i have no relationship with these merchants and never provided my personal information to them i did not receive any goods or services and there are no contracts signatures or proof linking me to these purchases when i initially filed the dispute on xxxxyear the case was closed within xxxx hours without a proper investigation a supervisor later admitted that bank of america did not contact any of the merchants involved the case was denied based on vague reasoning that the pattern of transactions didnt appear to be an attempt to drain my account this reasoning is not sufficient for a denial especially when international merchants and potentially fraudulent intermediaries are involved i have spoken to multiple supervisors at least three separate occasions regarding this case and they have acknowledged the lack of investigation on the initial decision the case was eventually escalated and reopened the bank has now sent out chargebacks to the merchants but i am still being denied a provisional credit simply because the original decision was a denial this is unfair especially since the denial was based on incomplete and flawed reasoning i should not be penalized for a mistake that the bank has already acknowledged in the meantime i am bearing the financial burden of these unauthorized transactions i am requesting that the cfpb assist in urging bank of america to issue a provisional credit while the chargeback process is underway and to ensure that a proper fair investigation is conducted this delay is causing financial hardship and stress and it is vital that my consumer rights are upheld my claim number with bank of america is claim id xxxx,0
12477044,"Payday loan, title loan, personal loan, or advance loan",business information business name faith financial location xxxx louisiana contact number xxxx xxxx employee xxxx involved xxxx xxxx xxxx xxxx of the complaint i am filing a formal complaint against faith financial due to their harassing debt collection practices unauthorized contact misrepresentation of legal authority and unprofessional behavior the following are my grievances 1 harassment and unauthorized contact with my family and social media contact faith financial has repeatedly contacted my family members about my account which is a violation of privacy laws and unethical collection practices i was contacted via xxxx xxxx regarding my account despite never consenting to social media communication and not being given an option to opt out of this form of contact excessive calls i received multiple phone calls per day from their office and personal phonesthis behavior is considered harassment under the fair debt collection practices act fdcpa 2 threats of wage garnishment on a secured loan faith financial threatened to garnish my wages without obtaining a court order which is a misrepresentation of their legal authority the loan is secured by five items as collateral xxxxxxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx and they have not attempted repossession before pursuing other collection methods louisiana law requires a court judgment before wage garnishment can take place yet faith financial attempted to intimidate me with threats before any legal proceedings had occurred xxxx unexplained and unauthorized charges a receipt from faith financial shows a charge of 17000 labeled as other with no explanation for this charge when i called to request clarification xxxx an employee yelled at me and then hung up instead of addressing my concerns professionally another employee xxxx was present and heard xxxx yelling at me this unprofessional and hostile treatment is unacceptable 4 unauthorized payment processing faith financial processed a payment from my account after it had already been sent to collections this raises serious concerns regarding their handling of accounts potential unauthorized transactions and deceptive business practices supporting evidence i have attached screenshots and call logs that provide proof of excessive phone calls from faith financial xxxx xxxx messages where they contacted me about my loan without my permission text messages threatening wage garnishment without legal due process the receipt showing the unexplained 17000 charge documentation of unprofessional behavior including an employee yelling at me and hanging up during an inquiry about my charges,0
13890232,Checking or savings account,i am filing this formal complaint against truist bank for failure to investigate and correct multiple unauthorized transactions and identity theft incidents tied to my business checking account xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx i reported unauthorized and fraudulent transactions to truist on multiple occasions between xxxx and xxxxyear including a check fraud event involving a forged check made payable to xxxx xxxx xxxx on or around xxxxyear despite these notices truist never responded in writing never conducted a proper investigation and instead closed my account and charged off over 93000 without resolving the core identity theft issues on xxxxyear truist issued a collection letter falsely alleging that i had overdrawn my account and failed to respond this letter makes no reference to my fraud claims disputes or prior notices this constitutes clear violations of the fair credit reporting act fcra and failure to flag and investigate under the red flag rules facta i was never provided with any results of truists investigation a copy of the allegedly forged check any notice that truist conducted even a basic review of my prior complaints i believe truist is in violation of fcra 1681s2 a 3 failing to report disputed info correctly fcra 1681s2 b failing to conduct a reasonable investigation facta failure to implement fraud detection and response procedures as a result of their negligence i have suffered loss of access to my business bank account exposure to xxxxs and other databases business interruption and reputational harm i demand immediate removal of the 93000 chargeoff deletion of any negative xxxx or thirdparty reporting a written acknowledgment that this was a fraudrelated event a full investigation report and resolution letter i am attaching the xxxx xxxx xxxxxxxxyear final letter as exhibit a to prove the institution failed to address any of my prior fraud notices,0
13889919,Credit card,i made a call to continental finance regarding my xxxx xxxx on xxxxxxxx and spoke to xxxx after missing one payment in xxxxxxxx i explained that i was experiencing ongoing hardship and although i had been able to make payments thus far i could no longer keep up with them i was placed on a sixpayment hardship program and was advised that it would take effect as of xxxxxxxx and that my credit report would reage after three monthly ontime payments i then received a letter stating that the program required payment by xxxxxxxx i called on xxxxxxxx and spoke with xxxx who informed me that i had set up a hardship program on xxxxxxxx which was to take effect on xxxxxxxx however the letter indicated that the payment was due by xxxxxxxx she told me that as long as the payment was made within the month due it would be fine and said to make a payment by the xxxx of the month subsequently i received a letter dated xxxxxxxx stating i had missed two consecutive payments on the hardship program i was initially told the program would be effective as of xxxxxxxx and no mention was made when i spoke to xxxx on xxxxxxxx when i brought my initial communication to her attention all agents i talked to were outside of the xxxx my account is closed as part of the arrangement i was never offered the opportunity to contact credit protection instead of closing my account until i inquired on xxxxxxxx following the receipt of the letter dated xxxxxxxx ironically xxxx answered my call on xxxxxxxx and i asked about the reaging however she provided me with misinformation stating that my account wouldnt reage after three timely payments i referred back to the misinformation provided on xxxxxxxx and the misinformation she was again providing and i asked for a supervisor supervisor xxxx apologized and informed me about the current option for another hardship program which does not address the negative impact the previous contacts resulted in i had to push for the credit protection number from xxxx then i asked to speak with someone in the xxxx i talked to xxxx a representative in the xxxx with credit protection he said help is available to assist from xxxxxxxx to xxxxxxxx it would have been available when i called on xxxxxxxxxxxx however now that my account has been closed any issues that occurred after xxxxxxxx are no longer covered this is due to a lack of assistance inadequate knowledge and misinformation from representatives outside the xxxx consequently no benefits are available through credit protection i can not get the help that i need due to job loss as of xxxxxxxx and my account did not have to be closed,0
13818199,"Money transfer, virtual currency, or money service",on xxxx i was contacted by an individual who claimed to be a member of my truist bank fraud department member they told me they were working with the fbi to investigate fraudulent activity in my account she knew my full name email address home address and details of my bank account they convinced me to transfer all of my funds from my truist bank account to my xxxx xxxx account the scammer then immediately transferred the funds from my xxxx xxxx to their own bank account without my authorisation they told me that xxxx was a trusted partner of truist and that they needed to transfer my funds to a secure account while they closed my truist account and created a new one to keep it safe from scammers truist told me they could not stop or reverse the transaction although it is still posted as pending in my account i did not authorize these transfers and realized afterward that i was scammed i have reported the incident to both truist bank and xxxx xxxx and i am filing this complaint with the ftc in hopes of preventing further fraud and to assist in any investigation,0
13818223,Credit card,i received a letter from citi bank regarding my citi aadvantage cc that states your apr for purchases are below the apr s we offer consumers with the same credit score wo apply for the same or a similar card product today as a result we are increasing your apr s the letter also states my credit score as of xxxxyearxxxx is xxxx checking it this morning it has risen to xxxx i have never had a late payment with citi bank or any other creditor i pay my balance in full with citi bank every month i also have another credit card with citibank that i have maintained in perfect credit order for years and that the rate has not been increased additionally citi bank granted me an increased line of credit on this card in the past year all of my other creditors including ones where i currently have a credit balance have not adjusted my interest rate i have an over 30 year credit history of consistently excellent credit i am being selected against and having a punitive interest rate of 2924 without cause or any credit misstep on my part the purpose of maintaining an excellent credit score is to garner a favorable interest rate on money loaned it demonstrates your responsibility and creditworthiness what is the point of maintaining an excellent credit score if a creditor can arbitrarily increase your interest rate to the maximum legal limit,0
13800663,Credit card,i paid my penfed federal credit union credit card in full on xxxx2025 over the phone they debited my xxxx xxxx checking account and that posted on xxxxyear2025 three months later i received a bill from a collection angency that they bought my debt i called penfed on xxxxxxxx to inquire they told me they wired my payment to security services on xxxxscrub 2025 and to call them which makes sense being that they sent the wire to a third party i should track down the payment i called security services and was told i had no account there and they rejected the wire i called back to penfed and explained this and was transferred to xxxx xxxx who said she would track down where the money went and get it handled today i completed a back ground check for xxxx xxxx xxxx for employment and my credit shows a charged off collection for the same amount i called penfed back twice waiting for xxxx to call me back and was told to again call security services can penfed take ownership for their mistake and trace where my money went buy back the collection account and use the same payment to payoff this debt and correct my credit,0
13765783,Credit card,on xxxxyearxxxx at xxxx i received a notification of an invoice from xxxx xxxx tickets that were purchased it was 2 tickets for xxxx xxxx at barclays center in xxxx ny for 55000 i knew immediately this was very wrong i did not make any recent purchases on xxxx and i live in xxxx or and have never been to new york i am the only person with access to my account and my password is secure i was not notified of any breach of data or suspicious activity within xxxx i called xxxx immediately after receiving the email notification to alert them that the charge was fraudulent after speaking to the representative they let me know all they could do for now was open an investigation on their end after getting off the phone i changed my password to my xxxx account and went on to my barclay account which is the credit card that was charged and marked the transaction as fraudulent the transaction was removed while they investigated the charge on xxxxyear i was checking my account i check my accounts almost daily and noticed the charge was added back to my account at this time i didnt have any documents in my profile nor had i received any letters in the mail on an update with the investigation i called barclay to find out why the charge was added back after some back and forth with the representative i was told that because the email attached to the transaction matched the email they had on file it was deemed as not fraudulent it took them over 30 days to decide that it wasnt fraudulent based off the email i asked if they even contacted the merchant xxxx directly as i had an open investigation with them as well and i was informed that they had not contacted the merchant and based their decision solely off the email i requested it be reviewed again and that they contact the merchant directly i would also like to note that i mentioned to them that i had not received any formal documentation as of that phone call detailing the result of their investigation after getting off the phone i received a notification that a document was ready to review in my account it was the official document of their decision and it was back dated one day making it seem like they sent it to me the day before i have screenshots to prove this the document is dated xxxxyear and i called on xxxxyear and did not have the document in my account prior to the phone call the 55000 charge was also not removed from my account for this second investigation that was opened then i called xxxx to get an update on their end the representative notified me they had determined the transaction was in fact fraudulent and recommended i request barclay to contact them directly i requested in writing via document or email of the decision that xxxx had based on their investigation after receiving that i faxed the email via fax number provided by barclay on the previous phone call i received a notification that it was sent successfully i called barclay back right after to make sure they received the document and the representative let me know they had received it and would forward it to the investigator this past weekend a little over a week since reopening the claim i had received a notification that the claim was once again denied by barclay only this time it didnt include a reason but it made sure to mention that if i did not follow my payments on my account disciplinary action would be taken and my credit would be affected i called them today to follow up and upon some back and forth with the representative they confirmed that the investigator once again did not contact the merchant nor did they review the document and that they would be opening a third investigation this is unacceptable,0
13712949,Checking or savings account,i had a account in xxxx with suntrust before trust bought them and have called them xxxx times to get the information on why the amount i owe is xxxx the amount i owe so that way i can pay and close the account because this is causing me to open an account and start my business they have told me month ago xxxx days to send info out and it has been about xxxx months this is only way i can get this problem solved asap,0
13692274,Credit card,i received a letter from barclays on xxxxxxxx regarding account ending in xxxx with a credit limit of 970000 that this card will be closed due to inactivity at that time i was undergoing medical treatments from various doctor s my health wouldnt allow me to travel at all during this time my rights have been violated by barclays jet blue according to the senate bill passed in xxxx xxxx regarding any medical bills reporting charge offs on your credit report i am disputing this descision and need to have this account which is causing further damage to my financial wellbeing,0
13671616,Credit card,i had originally bought a chocolate cardigan sweater in size small from xxxx xxxx on xxxx xxxx i bought this xxxx using a program called xxxx xxxx is a company that allows me to pay in 4 payments the total amount of the cardigan amounted to 7700 which means each installment was 1900 upon receiving the cardigan it was stained i sent in pictures and videos of the sweatshirt and received a refund of 7700 however i was only refunded 3800 this was refunded to me on xxxxyear upon calling wells fargo customer service they told me that since it is past the xxxx day mark there is nothing that they can do i have tried to speak to xxxx about this matter however they are not helping me in this situation and claim that there is nothing they can do i do not think this is fair wells fargo should be able to help me the proof is right there and it should not matter that the purchase was made past the 119 day mark i just received the refund now on xxxxyear when i was suppose to receive the refund last year i had to reach back out to xxxx xxxx to tell them i never got my refund xxxx xxxx refunded me my full 7700 xxxx the 4 installment plan only refunded me 3800 and wells fargo is not doing anything to help me,0
13822987,Credit card,i filed a scam dispute in xxxx2020 a job found on xxxx i provided them email pictures the instructions they sent for this work at home job xxxx i was scammed out of they made me responsible xxxx xxxx offering work from home xxxx hour they contact you interview you fill out an application then they call tell you that you have the job and then ask you to get software the software they have you look for from a list they send ends up not being in store and its at that time they see buy they gift cards so they can do the software purchase 5 years later i see that this has now been seen as a loan scam at the time i filed i was left holding iit with citi bank xxxx i believe i should get my money back,0
13821823,Checking or savings account,i opened a new citibank account in person at the xxxx xxxx branch in xxxxyear with the assistance of a banker i was the primary account holder and my husband was added as a signer for convenience the account was intended to hold rental income and remain above 3000000 for a citibank bonus offer shortly after the funds cleared 2000000 was withdrawn without my knowledge or consent using my husbands personal debit card from his unrelated citibank account i had set up alerts for any transaction over 100000 but i received no notification i immediately contacted citibank and explained i am a victim of xxxx xxxxxxxx and financial abuse despite clearly stating the xxxx and my role as the primary account holder citibank refused to take action eventually my account access was frozen and i was locked out i later learned that a relative of my husband had access to confidential account details ending balance security concerns suggesting my private data was improperly shared i am submitting this complaint because citibank has not responded adequately to my report of abuse and has enabled the ongoing financial control of someone i am seeking a xxxx xxxxxxxx restraining order against this violates both basic banking protocols and ethical standards for handling xxxx disclosures,0
13644596,Credit card,i notified best buy that i was closing my store credit account on xxxxxxxx due to fraudulent business practices on the part of best buy im still waiting on 13000 in refunds from xxxx that have yet to receive the checks for as well as 5000 store credit for signing up for their plus membership that i also never received and that our relationship would cease on xxxxxxxx they continue to state that i have an account with them after the fact which is not true as i have ceased doing business with them entirely and they refuse to close my account why like honestly why i find this type of lying and manipulation to be fraud and they should be punished accordingly and my records to updated to properly reflect that the account is closed and we are no longer in business,0
13779893,Credit card,a xxxxxxxx month ongoing issue barclays froze my accounts without any warning they stated someone was trying to change information i instructed them to close the accounts they did not i have called at least xxxx times requesting a supervisor never heard back from anyone each time xxxx months later there is a xxxx and xxxx balance on my xxxx cards my question is how the accounts have been frozen it certainly was not me how do they allow this i am now going for a mortgage and this is showing on my credit report barclays in now affecting my livelyhood higher interest rates will probably occur because of this i have sent them the requested paperwork twice this incompatancy needs to stop i even received a text aprox xxxx weeks ago from barclays stating my account was no longer frozen tried to sign in and call still nothing i need a fraud case started obviously on both cards,0
13891547,Credit card,so i had applied for a credit card with citi bank xxxx xxxx when speaking to the first representative i had asked if i was able to get the card expedited since an emergency matter accrued or if i was able to get the card digitally he place me on hold for both question and said no in no time did he ask for my name to verify my account when i ask may i speak to a supervisor i got question why and he re answered my question again than he decided to tell me that he needs to verify me which was fine he asked me for a security question and number i gave him both he said that they both were wrong never did he ask for my name he transferred me over to fraud which she did ask for my name and verify my account at that point the attempts were made that i asssume flagged my account that now i have to wait for a letter to confirm my verification i asked for a supervisor because i was yet transfer to one and his name was xxxx soon as i was explaining to him the matter it was a simple quick to xxxx xxxx like he didnt care when i spoke to xxxx representatives i got xxxx different answers from all of them and he kept going to re answering the questions i got absolutely no reassurance from the fact that this is my important information that is being played with and as a supervisor you would think he would take the matter more seriously and he didnt just kept speaking over me right when i was asking if there was someone else i may speak to because i did not appreciate his attitude he hung up on me i called again spoke to someone name miles and she told me the same thing i have to wait for a letter and i asked her about the complaint and i was told she cant give me that information as a new comer i do not appreciate the way i was spoken to me this was today xxxx2025 the call was at xxxxxxxx xxxx xxxx,0
13891656,Checking or savings account,this account joint ownership with xxxx xxxx was repeatedly targeted by fraudulent charges truist was made aware of these issues on many occasions in person and over the phone the account information was stolen and used multiple times to make purchases that were clearly not made by the account owners evident either by location of the physical card or details of the transaction this account had a decades long history to review for accuracy of these charges these fraudulent charges were submitted to truist s fraud department and were denied reimbursement this is despite previous approval for reimbursement for similar activity as well as excessive communication from us as the customer to try to secure the account which was not effectively secured by the bank and resulted in many fraudulent charges we also asked for extra security including text message alerts for suspect activity which was not provided the truist claim number is xxxx we have since closed this account and left truist as a banking relationship and have not had these issues with our new checking account further establishing that this was truist s fault a list of the fraudulent charges totaling 170000 can be found below date description amount ref number xxxxxxxxxxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx,0
13894803,Checking or savings account,the facts in contention are as follows on or around xxxxyear i applied for and was granted a full refund by xxxx xxxx for a cancelled roundtrip ticket in the amount of 100000 the ticket was purchased through xxxx i was informed by xxxx xxxx that my full refund would be returned to xxxxxxxx and that xxxx would forward this full refund to me with no cancellation or administrative fee on xxxxyear i called a phone number listed in xxxx xxxx as xxxx and asked for an update on the refund the phone number was xxxx xxxx this phone number is a fraudspoof number pretending to be associated with xxxxxxxx as i soon realized see attachment a for official statement from the real xxxx when i innocently called the fraudulent number to ask for my refund i was given profuse apologies and was reassured that they would send my xxxx xxxx refund immediately as soon as i provided my card information i did so the agent identified himself as xxxx i checked my citi bank balance only to discover to my horror that instead of a refund of 100000 my account had been debited 47000 i called xxxx xxxx and they told me that they had already sent my full refund with no cancellation fee to xxxx and that i should receive it soon they gave me the real number for xxxxxxxx xxxx xxxx the real agent told me that they had indeed received the full refund from aa and it was on its way to me they completely denied taking 47000 from me and had no knowledge of a xxxx working withfor them they advised me that i had been defrauded very shortly thereafter i received my 100000 refund from the real xxxxxxxx attempted dispute resolution with citi of course i filed a claim with citi on or around xxxxyear claim xxxxxxxxxxxx i was very disappointed when the claim was immediately declined stating that i had received my 100000 from xxxx hence there was no longer a dispute i was appalled to see that the investigator completely misunderstood the premise of the dispute it was not the 100000 that was in question it was the fraudulent 47000 taken by the fake xxxxxxxx i have been tangling with citi over this for almost 9 months unacceptable citi does not appear to have done a meaningful investigation i finally reached an excellent supervisor xxxx on or around friday xxxx xxxx and she completely understood my actual complaint she advised me to get an official statement from xxxx stating that the fake number the one attached to the theft of my money is not associated with the real xxxxxxxx and that aa refunded me fully with no cancellation fee and the real xxxxxxxx forwarded my 100000 to me with no cancellation fee i have this in writing please see attachment real xxxxxxxx the final damning evidence is an email sent to me by the fraudsters see attachment fakexxxxxxxx claiming that they had taken 47000 from my account as a cancellation fee they had a green box for me to acknowledge this i refused to click it as a signatureand there was no hotel booked at all i called the fraudsters on sunday xxxx of xxxx and confronted them with this evidence the agent xxxx started shouting at me telling me that he got me my refund only because they took the cancellation fee that there would have been no refund without the cancellation fee he became disjointed and angry and hung up on me i believe this is a scam from xxxx all of my attempts to appeal have been largely ignored andor misunderstood i have tried at least 20 times with fruitless phone calls to citi and there seems to be a language barrier the dispute center is staffed by offshore folks,0
13821668,Credit card,i mailed a payment of 100000 in xxxx they didnt post the check until end of xxxx during the 2 months they added fees to my account in xxxx xxxx i was charged and had fees removed from my account if they would have posted the check to my account in xxxx i would not have incurred any fees whatsoever i do not feel the charges for xxxx should be added to my account i have made on time payments to the account and tried to keep it up to date i will not pay fees for someones inadequacies at the cc company,0
